G47	G20	0.010000
G47	G21	0.010000
G47	G22	0.010000
G47	G25	0.010000
G47	G26	0.010000
G47	G27	0.010000
G47	G28	0.010000
G47	G29	0.010000
G47	G30	0.010000
G47	G31	0.010000
G47	G32	0.010000
G47	G34	0.010000
G47	G36	0.010000
G47	G37	0.010000
G47	G38	0.010000
G47	G40	0.010000
G47	G41	0.010000
G47	G42	0.010000
G47	G43	0.010000
G47	G45	0.010000
G47	G49	0.010000
G47	G50	0.010000
G47	G53	0.010000
G47	G54	0.010000
G47	G55	0.010000
G47	G56	0.010000
G47	G57	0.010000
G47	G58	0.010000
G47	G61	0.010000
G47	G62	0.010000
G47	G64	0.010000
G47	G65	0.010000
G47	G66	0.010000
G47	G67	0.010000
G47	G68	0.010000
G47	G69	0.010000
G47	G70	0.010000
G47	G71	0.010000
G47	G72	0.010000
G47	G76	0.010000
G47	G77	0.010000
G47	G79	0.010000
G47	G80	0.010000
G47	G81	0.010000
G47	G82	0.010000
G47	G83	0.010000
G47	G84	0.010000
G47	G85	0.010000
G47	G86	0.010000
G47	G89	0.010000
G47	G90	0.010000
G47	G92	0.010000
G47	G93	0.010000
G47	G94	0.010000
G47	G95	0.010000
G47	G96	0.010000
G47	G97	0.010000
G47	G98	0.010000
G47	G99	0.010000
G47	G100	0.010000
G48	G1	0.010000
G48	G2	0.010000
G48	G5	0.010000
G48	G6	0.010000
G48	G7	0.010000
G48	G8	0.010000
G48	G9	0.010000
G48	G11	0.010000
G48	G14	0.010000
G48	G16	0.010000
G48	G17	0.010000
G48	G18	0.010000
G48	G19	0.010000
G48	G20	0.010000
G48	G21	0.010000
G48	G22	0.010000
G48	G23	0.010000
G48	G24	0.010000
G48	G25	0.010000
G48	G26	0.010000
G48	G27	0.010000
G48	G28	0.010000
G48	G29	0.010000
G48	G30	0.010000
G48	G32	0.010000
G48	G34	0.010000
G48	G35	0.010000
G48	G36	0.010000
G48	G37	0.010000
G48	G38	0.010000
G48	G39	0.010000
G48	G41	0.010000
G48	G46	0.010000
G48	G47	0.010000
G48	G52	0.010000
G48	G53	0.010000
G48	G55	0.010000
G48	G56	0.010000
G48	G58	0.010000
G48	G60	0.010000
G48	G61	0.010000
G48	G62	0.010000
G48	G63	0.010000
G48	G64	0.010000
G48	G65	0.010000
G48	G67	0.010000
G48	G68	0.010000
G48	G69	0.010000
G48	G71	0.010000
G48	G72	0.010000
G48	G73	0.010000
G48	G74	0.010000
G48	G77	0.010000
G48	G78	0.010000
G48	G79	0.010000
G48	G80	0.010000
G48	G81	0.010000
G48	G82	0.010000
G48	G83	0.010000
G48	G84	0.010000
G48	G85	0.010000
G48	G86	0.010000
G48	G87	0.010000
G48	G88	0.010000
G48	G89	0.010000
G48	G91	0.010000
G48	G93	0.010000
G48	G94	0.010000
G48	G95	0.010000
G48	G96	0.010000
G48	G99	0.010000
G48	G100	0.010000
G49	G2	0.010000
G49	G3	0.010000
G49	G5	0.010000
G49	G6	0.010000
G49	G8	0.010000
G49	G9	0.010000
G49	G11	0.010000
G49	G13	0.010000
G49	G14	0.010000
G49	G15	0.010000
G49	G16	0.010000
G49	G17	0.010000
G49	G18	0.010000
G49	G19	0.010000
G49	G20	0.010000
G49	G21	0.010000
G49	G22	0.010000
G49	G23	0.010000
G49	G24	0.010000
G49	G25	0.010000
G49	G26	0.010000
G49	G27	0.010000
G49	G28	0.010000
G49	G29	0.010000
G49	G30	0.010000
G49	G31	0.010000
G49	G33	0.010000
G49	G34	0.010000
G49	G36	0.010000
G49	G37	0.010000
G49	G39	0.010000
G49	G40	0.010000
G49	G42	0.010000
G49	G43	0.010000
G49	G44	0.010000
G49	G46	0.010000
G49	G47	0.010000
G49	G55	0.010000
G49	G56	0.010000
G49	G58	0.010000
G49	G61	0.010000
G49	G62	0.010000
G49	G63	0.010000
G49	G64	0.010000
G49	G67	0.010000
G49	G68	0.010000
G49	G70	0.010000
G49	G72	0.010000
G49	G73	0.010000
G49	G74	0.010000
G49	G77	0.010000
G49	G78	0.010000
G49	G81	0.010000
G49	G83	0.010000
G49	G84	0.010000
G49	G85	0.010000
G49	G87	0.010000
G49	G88	0.010000
G49	G89	0.010000
G49	G90	0.010000
G49	G92	0.010000
G49	G93	0.010000
G49	G94	0.010000
G49	G96	0.010000
G49	G97	0.010000
G49	G98	0.010000
G49	G99	0.010000
G49	G100	0.010000
G50	G1	0.010000
G50	G2	0.010000
G50	G3	0.010000
G50	G4	0.010000
G50	G5	0.010000
G50	G6	0.010000
G50	G7	0.010000
G50	G8	0.010000
G50	G9	0.010000
G50	G12	0.010000
G50	G13	0.010000
G50	G14	0.010000
G50	G15	0.010000
G50	G16	0.010000
G50	G17	0.010000
G50	G21	0.010000
G50	G22	0.010000
G50	G23	0.010000
G50	G25	0.010000
G50	G27	0.010000
G50	G30	0.010000
G50	G32	0.010000
G50	G34	0.010000
G50	G35	0.010000
G50	G37	0.010000
G50	G39	0.010000
G50	G40	0.010000
G50	G42	0.010000
G50	G47	0.010000
G50	G55	0.010000
G50	G57	0.010000
G50	G58	0.010000
G50	G61	0.010000
G50	G62	0.010000
G50	G63	0.010000
G50	G64	0.010000
G50	G65	0.010000
G50	G67	0.010000
G50	G69	0.010000
G50	G70	0.010000
G50	G72	0.010000
G50	G74	0.010000
G50	G75	0.010000
G50	G76	0.010000
G50	G81	0.010000
G50	G82	0.010000
G50	G84	0.010000
G50	G86	0.010000
G50	G87	0.010000
G50	G88	0.010000
G50	G89	0.010000
G50	G90	0.010000
G50	G91	0.010000
G50	G93	0.010000
G50	G96	0.010000
G50	G98	0.010000
G50	G100	0.010000
G51	G1	0.010000
G51	G2	0.010000
G51	G3	0.010000
G51	G4	0.010000
G51	G5	0.010000
G51	G6	0.010000
G51	G8	0.010000
G51	G10	0.010000
G51	G11	0.010000
G51	G12	0.010000
G51	G13	0.010000
G51	G14	0.010000
G51	G15	0.010000
G51	G16	0.010000
G51	G17	0.010000
G51	G18	0.010000
G51	G19	0.010000
G51	G20	0.010000
G51	G22	0.010000
G51	G23	0.010000
G51	G24	0.010000
G51	G25	0.010000
G51	G26	0.010000
G51	G27	0.010000
G51	G28	0.010000
G51	G30	0.010000
G51	G31	0.010000
G51	G32	0.010000
G51	G33	0.010000
G51	G35	0.010000
G51	G36	0.010000
G51	G37	0.010000
G51	G38	0.010000
G51	G39	0.010000
G51	G40	0.010000
G51	G41	0.010000
G51	G42	0.010000
G51	G43	0.010000
G51	G46	0.010000
G51	G48	0.010000
G51	G50	0.010000
G51	G55	0.010000
G51	G56	0.010000
G51	G57	0.010000
G51	G60	0.010000
G51	G62	0.010000
G51	G64	0.010000
G51	G65	0.010000
G51	G66	0.010000
G51	G70	0.010000
G51	G71	0.010000
G51	G74	0.010000
G51	G75	0.010000
G51	G77	0.010000
G51	G79	0.010000
G51	G80	0.010000
G51	G81	0.010000
G51	G82	0.010000
G51	G83	0.010000
G51	G84	0.010000
G51	G85	0.010000
G51	G86	0.010000
G51	G87	0.010000
G51	G88	0.010000
G51	G89	0.010000
G51	G90	0.010000
G51	G91	0.010000
G51	G92	0.010000
G51	G93	0.010000
G51	G94	0.010000
G51	G95	0.010000
G51	G96	0.010000
G51	G97	0.010000
G51	G99	0.010000
G51	G100	0.010000
G52	G3	0.010000
G52	G4	0.010000
G52	G5	0.010000
G52	G6	0.010000
G52	G8	0.010000
G52	G9	0.010000
G52	G12	0.010000
G52	G13	0.010000
G52	G14	0.010000
G52	G15	0.010000
G52	G16	0.010000
G52	G18	0.010000
G52	G20	0.010000
G52	G21	0.010000
G52	G23	0.010000
G52	G24	0.010000
G52	G27	0.010000
G52	G28	0.010000
G52	G29	0.010000
G52	G30	0.010000
G52	G31	0.010000
G52	G34	0.010000
G52	G36	0.010000
G52	G37	0.010000
G52	G39	0.010000
G52	G40	0.010000
G52	G43	0.010000
G52	G45	0.010000
G52	G48	0.010000
G52	G54	0.010000
G52	G55	0.010000
G52	G56	0.010000
G52	G57	0.010000
G52	G58	0.010000
G52	G59	0.010000
G52	G61	0.010000
G52	G62	0.010000
G52	G63	0.010000
G52	G64	0.010000
G52	G65	0.010000
G52	G67	0.010000
G52	G68	0.010000
G52	G70	0.010000
G52	G71	0.010000
G52	G72	0.010000
G52	G74	0.010000
G52	G75	0.010000
G52	G77	0.010000
G52	G80	0.010000
G52	G82	0.010000
G52	G83	0.010000
G52	G84	0.010000
G52	G85	0.010000
G52	G88	0.010000
G52	G89	0.010000
G52	G90	0.010000
G52	G91	0.010000
G52	G92	0.010000
G52	G94	0.010000
G52	G96	0.010000
G52	G97	0.010000
G52	G98	0.010000
G52	G100	0.010000
G53	G2	0.010000
G53	G3	0.010000
G53	G4	0.010000
G53	G7	0.010000
G53	G9	0.010000
G53	G11	0.010000
G53	G12	0.010000
G53	G13	0.010000
G53	G15	0.010000
G53	G16	0.010000
G53	G18	0.010000
G53	G19	0.010000
G53	G20	0.010000
G53	G22	0.010000
G53	G23	0.010000
G53	G24	0.010000
G53	G25	0.010000
G53	G26	0.010000
G53	G28	0.010000
G53	G29	0.010000
G53	G30	0.010000
G53	G31	0.010000
G53	G32	0.010000
G53	G35	0.010000
G53	G36	0.010000
G53	G39	0.010000
G53	G40	0.010000
G53	G42	0.010000
G53	G43	0.010000
G53	G46	0.010000
G53	G48	0.010000
G53	G51	0.010000
G53	G56	0.010000
G53	G58	0.010000
G53	G59	0.010000
G53	G60	0.010000
G53	G61	0.010000
G53	G62	0.010000
G53	G64	0.010000
G53	G65	0.010000
G53	G66	0.010000
G53	G67	0.010000
G53	G70	0.010000
G53	G71	0.010000
G53	G74	0.010000
G53	G75	0.010000
G53	G76	0.010000
G53	G77	0.010000
G53	G80	0.010000
G53	G82	0.010000
G53	G84	0.010000
G53	G85	0.010000
G53	G86	0.010000
G53	G87	0.010000
G53	G88	0.010000
G53	G90	0.010000
G53	G91	0.010000
G53	G92	0.010000
G53	G95	0.010000
G53	G96	0.010000
G53	G98	0.010000
G53	G99	0.010000
G53	G100	0.010000
G54	G1	0.010000
G54	G2	0.010000
G54	G3	0.010000
G54	G5	0.010000
G54	G6	0.010000
G54	G8	0.010000
G54	G9	0.010000
G54	G11	0.010000
G54	G14	0.010000
G54	G15	0.010000
G54	G17	0.010000
G54	G19	0.010000
G54	G20	0.010000
G54	G21	0.010000
G54	G22	0.010000
G54	G23	0.010000
G54	G24	0.010000
G54	G25	0.010000
G54	G26	0.010000
G54	G27	0.010000
G54	G28	0.010000
G54	G31	0.010000
G54	G33	0.010000
G54	G34	0.010000
G54	G35	0.010000
G54	G36	0.010000
G54	G37	0.010000
G54	G39	0.010000
G54	G47	0.010000
G54	G53	0.010000
G54	G56	0.010000
G54	G57	0.010000
G54	G58	0.010000
G54	G60	0.010000
G54	G61	0.010000
G54	G62	0.010000
G54	G63	0.010000
G54	G64	0.010000
G54	G67	0.010000
G54	G68	0.010000
G54	G70	0.010000
G54	G72	0.010000
G54	G73	0.010000
G54	G74	0.010000
G54	G76	0.010000
G54	G79	0.010000
G54	G81	0.010000
G54	G82	0.010000
G54	G84	0.010000
G54	G85	0.010000
G54	G86	0.010000
G54	G87	0.010000
G54	G89	0.010000
G54	G90	0.010000
G54	G91	0.010000
G54	G93	0.010000
G54	G98	0.010000
G54	G99	0.010000
G55	G1	0.010000
G55	G3	0.010000
G55	G4	0.010000
G55	G10	0.010000
G55	G11	0.010000
G55	G12	0.010000
G55	G14	0.010000
G55	G15	0.010000
G55	G16	0.010000
G55	G17	0.010000
G55	G20	0.010000
G55	G22	0.010000
G55	G23	0.010000
G55	G24	0.010000
G55	G25	0.010000
G55	G27	0.010000
G55	G28	0.010000
G55	G30	0.010000
G55	G31	0.010000
G55	G32	0.010000
G55	G33	0.010000
G55	G34	0.010000
G55	G35	0.010000
G55	G36	0.010000
G55	G37	0.010000
G55	G38	0.010000
G55	G40	0.010000
G55	G41	0.010000
G55	G42	0.010000
G55	G43	0.010000
G55	G44	0.010000
G55	G45	0.010000
G55	G48	0.010000
G55	G49	0.010000
G55	G54	0.010000
G55	G58	0.010000
G55	G59	0.010000
G55	G60	0.010000
G55	G61	0.010000
G55	G63	0.010000
G55	G64	0.010000
G55	G65	0.010000
G55	G67	0.010000
G55	G68	0.010000
G55	G73	0.010000
G55	G78	0.010000
G55	G81	0.010000
G55	G83	0.010000
G55	G84	0.010000
G55	G85	0.010000
G55	G87	0.010000
G55	G88	0.010000
G55	G91	0.010000
G55	G92	0.010000
G55	G93	0.010000
G55	G96	0.010000
G55	G97	0.010000
G55	G99	0.010000
G55	G100	0.010000
G56	G2	0.010000
G56	G3	0.010000
G56	G4	0.010000
G56	G5	0.010000
G56	G6	0.010000
G56	G7	0.010000
G56	G8	0.010000
G56	G9	0.010000
G56	G11	0.010000
G56	G12	0.010000
G56	G13	0.010000
G56	G15	0.010000
G56	G17	0.010000
G56	G18	0.010000
G56	G19	0.010000
G56	G20	0.010000
G56	G22	0.010000
G56	G23	0.010000
G56	G25	0.010000
G56	G27	0.010000
G56	G28	0.010000
G56	G29	0.010000
G56	G31	0.010000
G56	G32	0.010000
G56	G33	0.010000
G56	G36	0.010000
G56	G39	0.010000
G56	G40	0.010000
G56	G42	0.010000
G56	G44	0.010000
G56	G45	0.010000
G56	G47	0.010000
G56	G49	0.010000
G56	G50	0.010000
G56	G51	0.010000
G56	G52	0.010000
G56	G54	0.010000
G56	G59	0.010000
G56	G62	0.010000
G56	G63	0.010000
G56	G65	0.010000
G56	G66	0.010000
G56	G68	0.010000
G56	G69	0.010000
G56	G70	0.010000
G56	G72	0.010000
G56	G73	0.010000
G56	G74	0.010000
G56	G76	0.010000
G56	G77	0.010000
G56	G78	0.010000
G56	G79	0.010000
G56	G80	0.010000
G56	G82	0.010000
G56	G83	0.010000
G56	G84	0.010000
G56	G85	0.010000
G56	G86	0.010000
G56	G87	0.010000
G56	G88	0.010000
G56	G89	0.010000
G56	G90	0.010000
G56	G91	0.010000
G56	G93	0.010000
G56	G94	0.010000
G56	G95	0.010000
G56	G96	0.010000
G56	G97	0.010000
G56	G99	0.010000
G56	G100	0.010000
G57	G5	0.010000
G57	G6	0.010000
G57	G8	0.010000
G57	G9	0.010000
G57	G10	0.010000
G57	G11	0.010000
G57	G13	0.010000
G57	G14	0.010000
G57	G16	0.010000
G57	G17	0.010000
G57	G21	0.010000
G57	G22	0.010000
G57	G23	0.010000
G57	G24	0.010000
G57	G25	0.010000
G57	G26	0.010000
G57	G27	0.010000
G57	G28	0.010000
G57	G29	0.010000
G57	G31	0.010000
G57	G32	0.010000
G57	G33	0.010000
G57	G35	0.010000
G57	G36	0.010000
G57	G37	0.010000
G57	G38	0.010000
G57	G39	0.010000
G57	G40	0.010000
G57	G41	0.010000
G57	G42	0.010000
G57	G43	0.010000
G57	G45	0.010000
G57	G46	0.010000
G57	G49	0.010000
G57	G50	0.010000
G57	G51	0.010000
G57	G52	0.010000
G57	G53	0.010000
G57	G54	0.010000
G57	G56	0.010000
G57	G58	0.010000
G57	G60	0.010000
G57	G62	0.010000
G57	G63	0.010000
G57	G64	0.010000
G57	G65	0.010000
G57	G66	0.010000
G57	G67	0.010000
G57	G68	0.010000
G57	G69	0.010000
G57	G75	0.010000
G57	G76	0.010000
G57	G77	0.010000
G57	G78	0.010000
G57	G79	0.010000
G57	G80	0.010000
G57	G81	0.010000
G57	G83	0.010000
G57	G84	0.010000
G57	G85	0.010000
G57	G87	0.010000
G57	G88	0.010000
G57	G89	0.010000
G57	G90	0.010000
G57	G91	0.010000
G57	G94	0.010000
G57	G95	0.010000
G57	G99	0.010000
G57	G100	0.010000
G58	G3	0.010000
G58	G4	0.010000
G58	G5	0.010000
G58	G7	0.010000
G58	G8	0.010000
G58	G9	0.010000
G58	G10	0.010000
G58	G11	0.010000
G58	G13	0.010000
G58	G15	0.010000
G58	G16	0.010000
G58	G17	0.010000
G58	G18	0.010000
G58	G21	0.010000
G58	G22	0.010000
G58	G23	0.010000
G58	G24	0.010000
G58	G25	0.010000
G58	G26	0.010000
G58	G27	0.010000
G58	G28	0.010000
G58	G29	0.010000
G58	G31	0.010000
G58	G32	0.010000
G58	G33	0.010000
G58	G35	0.010000
G58	G36	0.010000
G58	G37	0.010000
G58	G38	0.010000
G58	G39	0.010000
G58	G41	0.010000
G58	G42	0.010000
G58	G46	0.010000
G58	G47	0.010000
G58	G48	0.010000
G58	G50	0.010000
G58	G52	0.010000
G58	G53	0.010000
G58	G54	0.010000
G58	G55	0.010000
G58	G56	0.010000
G58	G57	0.010000
G58	G59	0.010000
G58	G60	0.010000
G58	G62	0.010000
G58	G63	0.010000
G58	G64	0.010000
G58	G66	0.010000
G58	G67	0.010000
G58	G68	0.010000
G58	G69	0.010000
G58	G70	0.010000
G58	G71	0.010000
G58	G72	0.010000
G58	G77	0.010000
G58	G78	0.010000
G58	G79	0.010000
G58	G81	0.010000
G58	G82	0.010000
G58	G84	0.010000
G58	G86	0.010000
G58	G89	0.010000
G58	G91	0.010000
G58	G92	0.010000
G58	G93	0.010000
G58	G94	0.010000
G58	G95	0.010000
G58	G96	0.010000
G58	G98	0.010000
G58	G99	0.010000
G58	G100	0.010000
G59	G3	0.010000
G59	G5	0.010000
G59	G7	0.010000
G59	G8	0.010000
G59	G11	0.010000
G59	G15	0.010000
G59	G17	0.010000
G59	G19	0.010000
G59	G20	0.010000
G59	G21	0.010000
G59	G23	0.010000
G59	G24	0.010000
G59	G25	0.010000
G59	G27	0.010000
G59	G28	0.010000
G59	G30	0.010000
G59	G31	0.010000
G59	G33	0.010000
G59	G34	0.010000
G59	G35	0.010000
G59	G38	0.010000
G59	G39	0.010000
G59	G42	0.010000
G59	G46	0.010000
G59	G47	0.010000
G59	G48	0.010000
G59	G51	0.010000
G59	G52	0.010000
G59	G56	0.010000
G59	G57	0.010000
G59	G58	0.010000
G59	G60	0.010000
G59	G63	0.010000
G59	G64	0.010000
G59	G67	0.010000
G59	G68	0.010000
G59	G69	0.010000
G59	G70	0.010000
G59	G72	0.010000
G59	G73	0.010000
G59	G74	0.010000
G59	G75	0.010000
G59	G82	0.010000
G59	G83	0.010000
G59	G84	0.010000
G59	G85	0.010000
G59	G86	0.010000
G59	G89	0.010000
G59	G90	0.010000
G59	G94	0.010000
G59	G98	0.010000
G59	G99	0.010000
G59	G100	0.010000
G60	G2	0.010000
G60	G3	0.010000
G60	G4	0.010000
G60	G5	0.010000
G60	G6	0.010000
G60	G7	0.010000
G60	G8	0.010000
G60	G9	0.010000
G60	G10	0.010000
G60	G12	0.010000
G60	G13	0.010000
G60	G17	0.010000
G60	G19	0.010000
G60	G20	0.010000
G60	G21	0.010000
G60	G22	0.010000
G60	G23	0.010000
G60	G24	0.010000
G60	G26	0.010000
G60	G29	0.010000
G60	G30	0.010000
G60	G31	0.010000
G60	G32	0.010000
G60	G33	0.010000
G60	G34	0.010000
G60	G35	0.010000
G60	G36	0.010000
G60	G37	0.010000
G60	G39	0.010000
G60	G40	0.010000
G60	G41	0.010000
G60	G42	0.010000
G60	G43	0.010000
G60	G45	0.010000
G60	G48	0.010000
G60	G49	0.010000
G60	G50	0.010000
G60	G51	0.010000
G60	G53	0.010000
G60	G55	0.010000
G60	G57	0.010000
G60	G58	0.010000
G60	G59	0.010000
G60	G61	0.010000
G60	G64	0.010000
G60	G66	0.010000
G60	G68	0.010000
G60	G72	0.010000
G60	G73	0.010000
G60	G75	0.010000
G60	G76	0.010000
G60	G79	0.010000
G60	G81	0.010000
G60	G82	0.010000
G60	G84	0.010000
G60	G87	0.010000
G60	G88	0.010000
G60	G89	0.010000
G60	G90	0.010000
G60	G92	0.010000
G60	G93	0.010000
G60	G95	0.010000
G60	G99	0.010000
G60	G100	0.010000
G61	G1	0.010000
G61	G2	0.010000
G61	G3	0.010000
G61	G4	0.010000
G61	G5	0.010000
G61	G6	0.010000
G61	G7	0.010000
G61	G8	0.010000
G61	G10	0.010000
G61	G12	0.010000
G61	G13	0.010000
G61	G14	0.010000
G61	G15	0.010000
G61	G17	0.010000
G61	G20	0.010000
G61	G21	0.010000
G61	G22	0.010000
G61	G23	0.010000
G61	G24	0.010000
G61	G26	0.010000
G61	G27	0.010000
G61	G28	0.010000
G61	G29	0.010000
G61	G30	0.010000
G61	G31	0.010000
G61	G32	0.010000
G61	G33	0.010000
G61	G35	0.010000
G61	G36	0.010000
G61	G39	0.010000
G61	G40	0.010000
G61	G41	0.010000
G61	G42	0.010000
G61	G43	0.010000
G61	G44	0.010000
G61	G46	0.010000
G61	G48	0.010000
G61	G49	0.010000
G61	G50	0.010000
G61	G52	0.010000
G61	G53	0.010000
G61	G54	0.010000
G61	G56	0.010000
G61	G57	0.010000
G61	G59	0.010000
G61	G60	0.010000
G61	G64	0.010000
G61	G65	0.010000
G61	G66	0.010000
G61	G67	0.010000
G61	G68	0.010000
G61	G70	0.010000
G61	G71	0.010000
G61	G72	0.010000
G61	G73	0.010000
G61	G74	0.010000
G61	G75	0.010000
G61	G76	0.010000
G61	G77	0.010000
G61	G78	0.010000
G61	G79	0.010000
G61	G80	0.010000
G61	G81	0.010000
G61	G85	0.010000
G61	G86	0.010000
G61	G87	0.010000
G61	G88	0.010000
G61	G89	0.010000
G61	G92	0.010000
G61	G93	0.010000
G61	G94	0.010000
G61	G95	0.010000
G61	G96	0.010000
G61	G97	0.010000
G61	G99	0.010000
G61	G100	0.010000
G62	G1	0.010000
G62	G3	0.010000
G62	G4	0.010000
G62	G5	0.010000
G62	G6	0.010000
G62	G7	0.010000
G62	G9	0.010000
G62	G10	0.010000
G62	G11	0.010000
G62	G12	0.010000
G62	G13	0.010000
G62	G14	0.010000
G62	G15	0.010000
G62	G16	0.010000
G62	G17	0.010000
G62	G18	0.010000
G62	G20	0.010000
G62	G21	0.010000
G62	G22	0.010000
G62	G23	0.010000
G62	G24	0.010000
G62	G26	0.010000
G62	G27	0.010000
G62	G28	0.010000
G62	G29	0.010000
G62	G30	0.010000
G62	G31	0.010000
G62	G32	0.010000
G62	G33	0.010000
G62	G34	0.010000
G62	G35	0.010000
G62	G38	0.010000
G62	G39	0.010000
G62	G40	0.010000
G62	G41	0.010000
G62	G42	0.010000
G62	G43	0.010000
G62	G45	0.010000
G62	G46	0.010000
G62	G47	0.010000
G62	G48	0.010000
G62	G49	0.010000
G62	G50	0.010000
G62	G51	0.010000
G62	G52	0.010000
G62	G54	0.010000
G62	G55	0.010000
G62	G56	0.010000
G62	G58	0.010000
G62	G59	0.010000
G62	G60	0.010000
G62	G64	0.010000
G62	G65	0.010000
G62	G66	0.010000
G62	G67	0.010000
G62	G70	0.010000
G62	G71	0.010000
G62	G72	0.010000
G62	G73	0.010000
G62	G75	0.010000
G62	G77	0.010000
G62	G78	0.010000
G62	G79	0.010000
G62	G80	0.010000
G62	G81	0.010000
G62	G82	0.010000
G62	G83	0.010000
G62	G84	0.010000
G62	G85	0.010000
G62	G86	0.010000
G62	G87	0.010000
G62	G89	0.010000
G62	G90	0.010000
G62	G91	0.010000
G62	G93	0.010000
G62	G94	0.010000
G62	G95	0.010000
G62	G96	0.010000
G62	G98	0.010000
G62	G100	0.010000
G63	G1	0.010000
G63	G2	0.010000
G63	G3	0.010000
G63	G4	0.010000
G63	G7	0.010000
G63	G8	0.010000
G63	G9	0.010000
G63	G10	0.010000
G63	G11	0.010000
G63	G13	0.010000
G63	G16	0.010000
G63	G20	0.010000
G63	G21	0.010000
G63	G22	0.010000
G63	G24	0.010000
G63	G25	0.010000
G63	G26	0.010000
G63	G27	0.010000
G63	G28	0.010000
G63	G29	0.010000
G63	G31	0.010000
G63	G33	0.010000
G63	G34	0.010000
G63	G36	0.010000
G63	G37	0.010000
G63	G38	0.010000
G63	G39	0.010000
G63	G40	0.010000
G63	G41	0.010000
G63	G43	0.010000
G63	G44	0.010000
G63	G45	0.010000
G63	G46	0.010000
G63	G50	0.010000
G63	G52	0.010000
G63	G53	0.010000
G63	G54	0.010000
G63	G55	0.010000
G63	G56	0.010000
G63	G57	0.010000
G63	G58	0.010000
G63	G60	0.010000
G63	G61	0.010000
G63	G65	0.010000
G63	G66	0.010000
G63	G67	0.010000
G63	G68	0.010000
G63	G69	0.010000
G63	G70	0.010000
G63	G71	0.010000
G63	G72	0.010000
G63	G74	0.010000
G63	G75	0.010000
G63	G77	0.010000
G63	G78	0.010000
G63	G79	0.010000
G63	G80	0.010000
G63	G81	0.010000
G63	G83	0.010000
G63	G85	0.010000
G63	G86	0.010000
G63	G87	0.010000
G63	G88	0.010000
G63	G90	0.010000
G63	G91	0.010000
G63	G92	0.010000
G63	G93	0.010000
G63	G94	0.010000
G63	G95	0.010000
G63	G96	0.010000
G63	G97	0.010000
G63	G98	0.010000
G63	G99	0.010000
G63	G100	0.010000
G64	G1	0.010000
G64	G2	0.010000
G64	G3	0.010000
G64	G4	0.010000
G64	G5	0.010000
G64	G7	0.010000
G64	G8	0.010000
G64	G9	0.010000
G64	G10	0.010000
G64	G11	0.010000
G64	G12	0.010000
G64	G14	0.010000
G64	G18	0.010000
G64	G19	0.010000
G64	G21	0.010000
G64	G23	0.010000
G64	G24	0.010000
G64	G25	0.010000
G64	G26	0.010000
G64	G27	0.010000
G64	G28	0.010000
G64	G31	0.010000
G64	G33	0.010000
G64	G34	0.010000
G64	G35	0.010000
G64	G37	0.010000
G64	G38	0.010000
G64	G39	0.010000
G64	G40	0.010000
G64	G43	0.010000
G64	G47	0.010000
G64	G48	0.010000
G64	G49	0.010000
G64	G50	0.010000
G64	G51	0.010000
G64	G52	0.010000
G64	G55	0.010000
G64	G57	0.010000
G64	G58	0.010000
G64	G60	0.010000
G64	G61	0.010000
G64	G62	0.010000
G64	G65	0.010000
G64	G69	0.010000
G64	G72	0.010000
G64	G77	0.010000
G64	G78	0.010000
G64	G83	0.010000
G64	G84	0.010000
G64	G85	0.010000
G64	G86	0.010000
G64	G87	0.010000
G64	G88	0.010000
G64	G91	0.010000
G64	G93	0.010000
G64	G94	0.010000
G64	G95	0.010000
G64	G97	0.010000
G64	G98	0.010000
G64	G99	0.010000
G64	G100	0.010000
G65	G2	0.010000
G65	G3	0.010000
G65	G5	0.010000
G65	G6	0.010000
G65	G7	0.010000
G65	G8	0.010000
G65	G10	0.010000
G65	G11	0.010000
G65	G12	0.010000
G65	G13	0.010000
G65	G14	0.010000
G65	G15	0.010000
G65	G16	0.010000
G65	G17	0.010000
G65	G18	0.010000
G65	G19	0.010000
G65	G21	0.010000
G65	G22	0.010000
G65	G23	0.010000
G65	G24	0.010000
G65	G26	0.010000
G65	G27	0.010000
G65	G28	0.010000
G65	G29	0.010000
G65	G31	0.010000
G65	G32	0.010000
G65	G33	0.010000
G65	G35	0.010000
G65	G38	0.010000
G65	G42	0.010000
G65	G46	0.010000
G65	G49	0.010000
G65	G50	0.010000
G65	G51	0.010000
G65	G53	0.010000
G65	G54	0.010000
G65	G56	0.010000
G65	G57	0.010000
G65	G59	0.010000
G65	G60	0.010000
G65	G61	0.010000
G65	G63	0.010000
G65	G67	0.010000
G65	G68	0.010000
G65	G69	0.010000
G65	G72	0.010000
G65	G73	0.010000
G65	G74	0.010000
G65	G75	0.010000
G65	G78	0.010000
G65	G81	0.010000
G65	G82	0.010000
G65	G83	0.010000
G65	G84	0.010000
G65	G85	0.010000
G65	G86	0.010000
G65	G87	0.010000
G65	G88	0.010000
G65	G89	0.010000
G65	G92	0.010000
G65	G95	0.010000
G65	G96	0.010000
G65	G98	0.010000
G65	G100	0.010000
G66	G1	0.010000
G66	G2	0.010000
G66	G3	0.010000
G66	G4	0.010000
G66	G6	0.010000
G66	G7	0.010000
G66	G8	0.010000
G66	G9	0.010000
G66	G11	0.010000
G66	G12	0.010000
G66	G13	0.010000
G66	G14	0.010000
G66	G15	0.010000
G66	G16	0.010000
G66	G19	0.010000
